,title_id,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,Runtime
11500,tt1843996,Netherlands,,,,,
11501,tt1844012,USA,$600,,,,
11502,tt1844031,India,,,,"$1,168",
11503,tt1844203,Canada,"CAD4,000,000","$1,545,","$6,334","$6,334",93 min
11504,tt1844672,UK,,,,,48 min
11505,tt1844749,USA,"$35,000",,,,
11506,tt1844770,USA,,,,,86 min
11507,tt1847584,Spain,"EUR1,380,000",,,"$536,761",106 min
11508,tt1847616,France,,,,,98 min
11509,tt1847715,USA,"$20,000",,,,55 min
11510,tt1847736,India,"INR150,000,000",,,,
11511,tt1849109,India,"INR1,000,000",,,,
11512,tt1851856,USA,,,,,80 min
11513,tt1851862,China,"CNY5,000",,,,
11514,tt1851882,UK,,,,,105 min
11515,tt1852038,Georgia,,,,,
11516,tt1852731,Croatia,"$50,000",,,,
11517,tt1852953,Australia,,,,,24 min
11518,tt1855423,USA,,,,,78 min
11519,tt1855563,USA,"$50,000",,,,
11520,tt1856101,USA,"$150,000,000","$32,753,122,","$92,054,159","$259,239,658",164 min
11521,tt1856107,USA,,,,,116 min
11522,tt1856712,Indonesia,,,,,90 min
11523,tt1857626,Turkey,,,,,30 min
11524,tt1857741,Germany,"EUR3,500",,,,
11525,tt1857918,Norway,"NOK145,000",,,,
11526,tt1861279,USA,,,,,82 min
11527,tt1863188,Canada,"CAD10,000",,,,
11528,tt1864482,Greece,,,,,
11529,tt1865291,Mexico,,,,,84 min
11530,tt1865425,USA,,"$9,601,","$132,160","$132,160",
11531,tt1865528,USA,,,,,117 min
11532,tt1866143,South Korea,,,,,110 min
11533,tt1866205,Italy,,,,"$11,497,822",95 min
11534,tt1866977,USA,,,,,51 min
11535,tt1867536,France,,,,,
11536,tt1869790,Turkey,,,,,
11537,tt1869809,Italy,"EUR20,000",,,,50 min
11538,tt1870467,Hungary,,,,,82 min
11539,tt1871428,UK,"GBP12,000",,,,60 min
11540,tt1872057,China,,,,,20 min
11541,tt1872174,USA,"$20,000",,,,67 min
11542,tt1874592,Argentina,,,,"$13,919",93 min
11543,tt1874633,USA,"$2,500,000","$9,092,","$31,478","$31,478",
11544,tt1876360,Chile,"CLP153,000,000","$3,248,","$16,778","$16,778",110 min
11545,tt1877589,India,,,,"$6,775",
11546,tt1877853,Canada,"CAD500,000",,,,
11547,tt1878933,Canada,"CAD150,000",,,,89 min
11548,tt1880203,China,,,,,72 min
11549,tt1880290,USA,,,,,60 min
11550,tt1881024,USA,"$6,000,000",,,,91 min
11551,tt1882057,Germany,"EUR15,000",,,,93 min
11552,tt1884318,USA,"$3,500,000",,,,104 min
11553,tt1884384,USA,,,,,50 min
11554,tt1885208,Germany,,,,,92 min
11555,tt1885363,Argentina,,,,,
11556,tt1885375,South Korea,,,,"$1,689",90 min
11557,tt1886569,Italy,EUR700,,,,
11558,tt1887710,USA,,,,,
11559,tt1887833,Germany,,,,,
11560,tt1888525,Mexico,"MXN4,000,000",,,,93 min
11561,tt1890370,USA,"$1,000,000",,,,85 min
11562,tt1891770,USA,,,,,81 min
11563,tt1891923,UK,,,,,84 min
11564,tt1893237,Brazil,,,,,45 min
11565,tt1893365,USA,,,,,90 min
11566,tt1895446,Italy,,,,,66 min
11567,tt1897941,Japan,,,,,
11568,tt1900855,USA,,,,,93 min
11569,tt1904984,Austria,,,,"$17,795",90 min
11570,tt1907639,USA,"$1,000,000","$49,879,","$96,734","$96,734",112 min
11571,tt1907743,USA,,,,,86 min
11572,tt1907751,USA,,,,,57 min
11573,tt1907759,USA,,,,,94 min
11574,tt1908509,Italy,,,,"$15,433",
11575,tt1911603,UK,,,,,92 min
11576,tt1912418,USA,,,,,85 min
11577,tt1912505,USA,,,,,
11578,tt1912530,USA,,,,,71 min
11579,tt1912986,Czech Republic,,,,,52 min
11580,tt1913095,Latvia,,,,,
11581,tt1916702,USA,,,,,75 min
11582,tt1918668,Canada,,,,,84 min
11583,tt1918852,New Zealand,"NZD30,000",,,,48 min
