primary_title,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,start_year,runtime_minutes,genres,averagerating,numvotes,director,Profit,Adventure,Drama,Musical,Romance,War,Action,Animation,Fantasy,Thriller,Music,Mystery,Comedy,Biography,History,Sport,Crime,Documentary,Sci-Fi,Horror,Family,Western
Greenwich Village: Music That Defined a Generation,Canada,151250,5530,23701,23701,2012,92.0,"['Documentary', 'Music']",7.1,266.0,Laura Archibald,-127549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
My Own Swordsman,China,0,0,0,30082188,2011,95.0,"['Action', 'Comedy']",5.2,281.0,Jing Shang,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Body Complete,Austria,0,0,0,17560,2012,85.0,"['Drama', 'Thriller']",6.9,72.0,Lukas Sturm,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Il pezzo mancante,Italy,0,0,0,33181,2010,71.0,['Documentary'],6.1,28.0,Giovanni Piperno,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Now, Forager",USA,335000,1539,11146,11146,2012,93.0,['Drama'],6.4,189.0,,-323854,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Favor,USA,0,0,0,600000,2013,102.0,['Thriller'],6.3,795.0,Paul Osborne,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Final Recipe,South Korea,8000000,0,0,280437,2013,97.0,['Drama'],7.0,318.0,Gina Kim,-7719563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,UK,0,5102,5102,63469,2012,85.0,"['Animation', 'Comedy']",5.9,1492.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workers - Pronti a tutto,Italy,0,0,0,53120,2012,,['Comedy'],5.7,218.0,Lorenzo Vignolo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlas Shrugged II: The Strike,USA,10000000,1751572,3336053,3336053,2012,111.0,"['Drama', 'Mystery', 'Sci-Fi']",5.4,6375.0,John Putch,-6663947,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Venghai,India,0,0,0,223204,2011,155.0,"['Action', 'Drama']",4.6,449.0,Hari,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Guest,Turkey,0,0,0,65036,2011,100.0,['Drama'],5.1,264.0,Ozan Aksungur,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pandora's Promise,USA,1000000,23419,66680,66680,2013,87.0,['Documentary'],7.4,1737.0,Robert Stone,-933320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Battlefield America,USA,15000000,113882,172000,252805,2012,106.0,"['Drama', 'Musical']",2.6,1370.0,Chris Stokes,-14747195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Meets Zizou: Kein Sommermärchen,Germany,0,0,0,14410,2011,136.0,"['Biography', 'Documentary', 'Sport']",7.9,540.0,Aljoscha Pause,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Wolf Creek 2,Australia,7200000,0,0,4383978,2013,106.0,"['Action', 'Horror']",6.1,15829.0,Greg McLean,-2816022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Scenic Route,USA,0,0,3434,3434,2013,82.0,"['Drama', 'Thriller']",6.5,9780.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Silent Mountain,Austria,0,0,0,286009,2014,94.0,"['Adventure', 'Drama', 'History']",5.5,516.0,Ernst Gossner,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finding Joe,USA,0,8753,55518,55518,2011,80.0,['Documentary'],6.8,253.0,Patrick Takaya Solomon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Horses,Italy,0,0,0,18961,2011,92.0,['Drama'],6.5,77.0,Michele Rho,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diary of a Wimpy Kid: Dog Days,USA,22000000,14623599,49008662,77229695,2012,94.0,"['Comedy', 'Family']",6.3,19571.0,David Bowers,55229695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Seer,China,0,0,0,6192965,2011,90.0,"['Adventure', 'Animation']",3.6,8.0,Hong Liu,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pink Ribbons, Inc.",Canada,660000,2721,26608,26608,2011,97.0,['Documentary'],7.3,654.0,Léa Pool,-633392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Neil Young Journeys,USA,0,12025,215026,221082,2011,87.0,"['Documentary', 'Music']",6.5,653.0,Jonathan Demme,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Dead Queen,Portugal,1170000,0,0,213256,2018,120.0,['Drama'],6.6,265.0,António Ferreira,-956744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brave Hearts: Umizaru,Japan,0,0,0,91884352,2012,116.0,['Action'],6.7,248.0,Eiichirô Hasumi,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Railway Man,Switzerland,18000000,61845,4438438,24174885,2013,116.0,"['Biography', 'Drama', 'Romance']",7.1,34586.0,Jonathan Teplitzky,6174885,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xia ri le you you,Hong Kong,0,0,0,206561,2011,92.0,['Romance'],6.4,366.0,Jingle Ma,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Road,Philippines,300000,56692,92476,942041,2011,110.0,"['Crime', 'Drama', 'Horror']",5.6,1617.0,Yam Laranas,642041,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Rocketman,UK,40000000,25725722,96368160,195179299,2019,121.0,"['Biography', 'Drama', 'Music']",7.7,24266.0,Dexter Fletcher,155179299,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Miracle of the Gifted Quarter: Since It Is the Truth,Japan,0,0,0,4133788,2011,100.0,['Documentary'],,,Tomiko Irie,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Law in These Parts,Israel,0,2814,13683,13683,2011,100.0,"['Documentary', 'History']",7.4,340.0,Ra'anan Alexandrowicz,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dangerous Liaisons,China,31000000,18027,54000,2074864,2012,110.0,"['Drama', 'Mystery', 'Romance']",5.9,1694.0,Jin-ho Hur,-28925136,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Five Years,Germany,0,0,0,48166,2013,95.0,['Drama'],6.8,602.0,Stefan Schaller,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paura 3D,Italy,0,0,0,190836,2012,104.0,"['Horror', 'Thriller']",5.2,243.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Veil of Twilight,Norway,935000,0,0,87275,2014,90.0,"['Crime', 'Fantasy', 'Mystery']",5.4,383.0,Paul Magnus Lundø,-847725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Red Vacance Black Wedding,South Korea,0,0,0,9460,2011,90.0,"['Comedy', 'Drama']",4.9,90.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What Richard Did,Ireland,0,0,2749,488327,2012,88.0,['Drama'],6.3,4298.0,Lenny Abrahamson,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Physician,Germany,36000000,0,0,57284237,2013,150.0,"['Adventure', 'Drama', 'History']",7.2,32932.0,Philipp Stölzl,21284237,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Els oblidats dels oblidats,Spain,0,0,0,9587,2011,88.0,"['Documentary', 'Drama']",8.9,7.0,Carles Caparrós,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Into the Storm,USA,50000000,17346427,47602194,161502194,2014,89.0,"['Action', 'Adventure', 'Drama']",5.8,60894.0,Steven Quale,111502194,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Möbius,France,16000000,0,0,10357345,2013,103.0,"['Drama', 'Thriller']",6.1,4705.0,Eric Rochant,-5642655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vysotsky: Thank God I'm Alive,Russia,12000000,0,0,31016553,2011,128.0,"['Biography', 'Drama']",6.5,2361.0,Pyotr Buslov,19016553,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Final Girl,Canada,8000000,0,0,33411,2015,90.0,"['Horror', 'Thriller']",4.7,12369.0,Tyler Shields,-7966589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Five Broken Cameras,Palestine,0,6674,109983,146475,2011,94.0,"['Documentary', 'War']",7.9,5481.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Indigo Children,USA,0,1829,2621,2621,2012,72.0,['Drama'],6.9,51.0,Eric Chaney,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Two Night Stand,USA,0,15600,18612,492332,2014,86.0,"['Comedy', 'Romance']",6.4,60510.0,Max Nichols,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black November,Nigeria,7500000,0,5782,5782,2012,95.0,"['Action', 'Crime', 'Drama']",5.4,489.0,Jeta Amata,-7494218,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Berg Fidel,Germany,39780,0,0,22734,2011,87.0,['Documentary'],7.6,56.0,Hella Wenders,-17046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Come, Closer",South Korea,0,0,0,73187,2010,108.0,['Drama'],6.3,35.0,Jong-kwan Kim,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeh Jawaani Hai Deewani,India,0,1568677,3827466,6189998,2013,160.0,"['Comedy', 'Drama', 'Musical']",7.1,33971.0,Ayan Mukherjee,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hold Up!,Spain,0,0,0,3680776,2012,111.0,"['Comedy', 'Crime', 'Thriller']",6.4,681.0,Eduard Cortés,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Puella Magi Madoka Magica the Movie Part 1: Beginnings,Japan,0,62340,180440,5816330,2012,130.0,"['Animation', 'Drama', 'Fantasy']",7.7,1071.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transcendence,UK,100000000,10886386,23022309,103039258,2014,119.0,"['Action', 'Drama', 'Sci-Fi']",6.3,204481.0,Wally Pfister,3039258,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hiver nomade,Switzerland,0,0,0,95166,2012,90.0,"['Documentary', 'History']",7.5,217.0,Manuel von Stürler,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Somos Tão Jovens,Brazil,832000,0,0,8975573,2013,104.0,"['Biography', 'Drama', 'Music']",6.5,1831.0,Antonio Carlos da Fontoura,8143573,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katy Perry: Part of Me,USA,12000000,7138266,25326071,32726956,2012,93.0,"['Documentary', 'Music']",5.9,13034.0,,20726956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vampire Strawberry,Thailand,0,0,0,37928,2011,90.0,"['Comedy', 'Horror']",,,Nati Phunmanee,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Orheim Company,Norway,2288000,0,0,1076947,2012,104.0,['Drama'],7.0,1205.0,Arild Andresen,-1211053,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anfang 80,Austria,117,0,0,389327,2011,90.0,['Drama'],7.3,66.0,,389210,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dear White People,USA,0,347959,4404154,4633961,2014,108.0,"['Comedy', 'Drama', 'Romance']",6.1,23321.0,Justin Simien,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles Ahead,USA,0,114530,2610896,3473958,2015,100.0,"['Biography', 'Drama', 'Music']",6.4,8498.0,Don Cheadle,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tooth Fairy,USA,48000000,14010409,60022256,112462508,2010,101.0,"['Comedy', 'Family', 'Fantasy']",5.0,37939.0,Michael Lembeck,64462508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
World War Z,USA,190000000,66411834,202359711,540007876,2013,116.0,"['Action', 'Adventure', 'Horror']",7.0,553751.0,Marc Forster,350007876,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Godzilla,USA,160000000,93188384,200676069,524976069,2014,123.0,"['Action', 'Adventure', 'Sci-Fi']",6.4,350687.0,Gareth Edwards,364976069,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Made in Abyss: Journey's Dawn,Japan,0,0,134047,135821,2019,139.0,"['Adventure', 'Animation', 'Fantasy']",6.8,22.0,Masayuki Kojima,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Dog: Dead of Night,USA,20000000,754779,1186538,5782515,2010,107.0,"['Action', 'Comedy', 'Crime']",5.1,14120.0,Kevin Munroe,-14217485,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sons of Rizk 2,Egypt,2400000,0,0,1087227,2019,103.0,"['Action', 'Comedy', 'Crime']",,,Tarek Alarian,-1312773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gunned Down,UK,0,0,0,47737,2017,95.0,"['Action', 'Thriller']",5.1,697.0,Mark McQueen,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Pardon,USA,5000000,1418,8845,8845,2013,120.0,['Crime'],5.7,307.0,Tom Anton,-4991155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sunday,Russia,0,0,0,11086,2019,82.0,['Drama'],,,Svetlana Proskurina,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zaboronenyi,Ukraine,0,0,0,277969,2019,100.0,"['Biography', 'Drama']",,,Roman Brovko,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cold Skin,Spain,9945000,0,0,737478,2017,108.0,"['Adventure', 'Horror', 'Sci-Fi']",6.0,9059.0,Xavier Gens,-9207522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Extracurricular,Croatia,0,0,0,20745,2019,,['Thriller'],,,Ivan-Goran Vitez,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blended,USA,40000000,14284031,46294610,127994610,2014,117.0,"['Comedy', 'Romance']",6.5,106491.0,Frank Coraci,87994610,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Broken Sun,Australia,0,0,0,4799,2010,93.0,['Drama'],5.6,105.0,Brad Haynes,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRON: Legacy,USA,170000000,44026211,172062763,400062763,2010,125.0,"['Action', 'Adventure', 'Fantasy']",6.8,296211.0,Joseph Kosinski,230062763,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirty Girl,USA,4000000,17859,55125,143485,2010,90.0,"['Comedy', 'Drama']",6.5,10038.0,Abe Sylvia,-3856515,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Circle,USA,2000000,3926,10024,10024,2010,88.0,"['Horror', 'Thriller']",3.4,610.0,Michael W. Watkins,-1989976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
When in Rome,USA,55000000,12350041,32680633,43053376,2010,91.0,"['Comedy', 'Romance']",5.6,57396.0,Mark Steven Johnson,-11946624,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garbage in the Garden of Eden,Germany,0,0,0,6324,2012,85.0,['Documentary'],6.5,308.0,Fatih Akin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Swallows and Amazons,UK,0,0,0,3898580,2016,96.0,"['Adventure', 'Drama', 'Family']",6.1,2359.0,Philippa Lowthorpe,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Same Kind of Different as Me,USA,15000000,2591985,6423605,6423605,2017,119.0,"['Biography', 'Drama']",6.5,4319.0,Michael Carney,-8576395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Road Kill,Australia,1000000,0,0,5964,2010,87.0,"['Horror', 'Thriller']",3.8,3364.0,Dean Francis,-994036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rosa Morena,Denmark,0,0,0,435310,2010,90.0,['Drama'],6.2,228.0,Carlos Augusto de Oliveira,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Among Us,Sweden,0,0,0,888041,2010,94.0,['Drama'],5.1,441.0,Johan Brisinger,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gardiens de l'ordre,France,0,0,0,901617,2010,105.0,"['Crime', 'Drama', 'Thriller']",6.0,920.0,Nicolas Boukhrief,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jew Suss: Rise and Fall,Germany,35100000,0,0,975007,2010,114.0,"['Biography', 'Drama', 'War']",6.0,953.0,Oskar Roehler,-34124993,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Trek Into Darkness,USA,190000000,70165559,228778661,467365246,2013,132.0,"['Action', 'Adventure', 'Sci-Fi']",7.7,445535.0,J.J. Abrams,277365246,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Beloved,Brazil,0,0,0,4958162,2010,107.0,['Comedy'],6.4,506.0,Guel Arraes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lovelace,USA,10000000,184536,356582,1585583,2013,93.0,"['Biography', 'Drama']",6.2,35957.0,,-8414417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio,USA,90000000,39225962,143619809,483866518,2011,96.0,"['Adventure', 'Animation', 'Comedy']",6.9,191621.0,Carlos Saldanha,393866518,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Zigzag Kid,Netherlands,0,0,0,75544,2012,95.0,"['Adventure', 'Drama', 'Family']",6.7,372.0,Vincent Bal,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
