,0
1665,nm0313652
1666,nm0644399
1667,nm0467285
1668,nm2116003
1669,nm1319488
1670,nm2484246
1671,nm4159663
1672,nm0814085
1673,nm0120814
1674,nm0168553
1675,nm0031888
1676,nm2910439
1677,nm0001125
1678,nm0751102
1679,nm0797736
1680,nm3198798
1681,nm2433588
1682,nm4259348
1683,nm0681852
1684,nm0361735
1685,nm1223910
1686,nm1475889
1687,nm3087245
1688,nm1371074
1689,nm0024887
1690,nm3997712
1691,nm0603588
1692,nm1728099
1693,nm0429535
1694,nm0442455
1695,nm2141317
1696,nm0200403
1697,nm0492825
1698,nm0625245
1699,nm1475794
1700,nm0326946
1701,nm0001502
1702,nm0000517
1703,nm1325852
1704,nm3555215
1705,nm0436784
1706,nm0006860
1707,nm3981229
1708,nm0592803
1709,nm3312367
1710,nm1495139
1711,nm0863387
1712,nm0647718
1713,nm0351410
1714,nm1304568
1715,nm0276349
1716,nm2603255
1717,nm0853853
1718,nm1463981
1719,nm1177753
1720,nm1890845
1721,nm0959881
1722,nm5090157
1723,nm1430969
1724,nm0134503
1725,nm0159116
1726,nm3151236
1727,nm0217052
1728,nm0669704
1729,nm1547925
1730,nm1130190
1731,nm3253001
1732,nm2554792
1733,nm1957418
1734,nm1414810
1735,nm5267966
1736,nm1508214
1737,nm0000591
1738,nm0814469
1739,nm1006692
1740,nm0230859
1741,nm0726034
1742,nm0389712
1743,nm0688585
1744,nm2293779
1745,nm0586482
1746,nm1547859
1747,nm0000110
1748,nm2283173
1749,nm0829820
1750,nm0761498
1751,nm0668247
1752,nm1580675
1753,nm1804518
1754,nm2721721
1755,nm0000217
1756,nm0000204
1757,nm0000095
1758,nm0294457
1759,nm1397301
1760,nm0925482
1761,nm0178376
1762,nm2782185
1763,nm1458283
1764,nm0283377
1765,nm0326558
1766,nm0802248
1767,nm0848414
1768,nm0004306
1769,nm1001051
1770,nm1402202
1771,nm0098291
1772,nm0463581
1773,nm1547964
1774,nm0815204
1775,nm0784805
1776,nm0853238
1777,nm2149571
1778,nm0585344
1779,nm0154312
1780,nm0520488
1781,nm1785691
1782,nm0137830
1783,nm1543866
1784,nm3116547
1785,nm0878756
1786,nm0927286
1787,nm0654830
1788,nm1229323
1789,nm0433073
1790,nm0200702
1791,nm0586281
1792,nm1270033
1793,nm0117929
1794,nm0298132
1795,nm0344804
1796,nm1318393
1797,nm0000165
1798,nm1699659
1799,nm0585701
1800,nm3817974
1801,nm2305561
1802,nm0459996
1803,nm1163237
1804,nm0020491
1805,nm0854853
1806,nm2819316
1807,nm0493948
1808,nm0138759
1809,nm0710490
1810,nm2152367
1811,nm0564402
1812,nm0371852
1813,nm0081935
1814,nm0848501
1815,nm0001401
1816,nm0154385
1817,nm0855843
1818,nm2883649
1819,nm0474747
1820,nm0856500
1821,nm2381404
1822,nm4274575
1823,nm2151723
1824,nm1490776
1825,nm0160900
1826,nm0000361
1827,nm1189997
1828,nm1890481
1829,nm1804518
1830,nm0000783
1831,nm0074311
1832,nm0151135
1833,nm0962952
1834,nm1298152
1835,nm1509373
1836,nm0762773
1837,nm2610231
1838,nm1199513
1839,nm4394673
1840,nm0610182
1841,nm1125745
1842,nm2207092
1843,nm1726262
1844,nm2868171
1845,nm0812862
1846,nm0001317
1847,nm1264094
1848,nm4446096
1849,nm0117929
1850,nm0393254
1851,nm0702505
1852,nm2151556
1853,nm0467870
1854,nm3849745
1855,nm3307527
1856,nm0481866
1857,nm3340638
1858,nm1474337
1859,nm0268380
1860,nm1093728
1861,nm3193813
1862,nm0312315
1863,nm0001060
1864,nm4562662
1865,nm4803267
1866,nm0357463
1867,nm2163910
1868,nm2242451
1869,nm1060915
1870,nm0864775
1871,nm0690931
1872,nm0577647
1873,nm0209414
1874,nm4661972
1875,nm1576066
1876,nm2280980
1877,nm1168564
1878,nm0994537
1879,nm3760126
1880,nm2158670
1881,nm0952077
1882,nm0905081
1883,nm4740006
1884,nm0001165
1885,nm2931679
1886,nm1666388
1887,nm0862911
1888,nm1589673
1889,nm1259871
1890,nm5113033
1891,nm0211110
1892,nm0003939
1893,nm0394199
1894,nm0784008
1895,nm0001317
1896,nm3515291
1897,nm2509269
1898,nm2228322
1899,nm0051907
1900,nm8886302
1901,nm2522719
1902,nm0740213
1903,nm1672062
1904,nm0730446
1905,nm1067759
1906,nm0381478
1907,nm0038432
1908,nm0000517
1909,nm0149491
1910,nm0555381
1911,nm1314116
1912,nm0644309
1913,nm0429964
1914,nm1224299
1915,nm1117802
1916,nm0132709
1917,nm0744834
1918,nm0001392
1919,nm1679136
1920,nm0741262
1921,nm0609399
1922,nm1802009
1923,nm3227090
1924,nm1597629
1925,nm0474398
1926,nm1823256
1927,nm1729171
1928,nm0753526
1929,nm0637189
1930,nm1949943
1931,nm0800800
1932,nm0038604
1933,nm0201061
1934,nm4302299
1935,nm0261181
1936,nm1350587
1937,nm0001754
1938,nm0951197
1939,nm0389415
1940,nm0492305
1941,nm2421107
1942,nm1626391
1943,nm1743418
1944,nm1552918
1945,nm1159782
1946,nm1055105
1947,nm1963886
1948,nm3742814
1949,nm0061944
1950,nm1375877
1951,nm0320622
1952,nm1121342
1953,nm1040588
1954,nm4191104
1955,nm0497758
1956,nm1347708
1957,nm0274407
1958,nm0575318
1959,nm0023852
1960,nm0548789
1961,nm1454445
1962,nm2371963
1963,nm0322479
1964,nm1280221
1965,nm0069711
1966,nm1926336
1967,nm0094080
1968,nm0080333
1969,nm0005363
1970,nm0422080
1971,nm0879983
1972,nm0443505
1973,nm0393254
1974,nm3482943
1975,nm0048918
1976,nm0178910
1977,nm0755113
1978,nm0101741
1979,nm4662413
1980,nm1093036
1981,nm0024015
1982,nm0899197
1983,nm0948159
1984,nm3121940
1985,nm0954501
1986,nm0000965
1987,nm5326250
1988,nm2007568
1989,nm4308428
1990,nm0001814
1991,nm1475590
1992,nm2399853
1993,nm1873747
1994,nm0336620
1995,nm1102709
1996,nm4860743
1997,nm1184258
1998,nm0678450
1999,nm0657372
2000,nm2928364
2001,nm0622112
2002,nm2449622
2003,nm2396167
2004,nm1760800
2005,nm3504479
2006,nm2489891
2007,nm0502987
2008,nm0881279
2009,nm1259871
2010,nm0646299
2011,nm1031639
2012,nm0416945
2013,nm1383238
2014,nm4453367
2015,nm3312722
2016,nm2120994
2017,nm0003538
2018,nm0951511
2019,nm2525275
2020,nm1178111
2021,nm2410311
2022,nm1356032
2023,nm5311846
2024,nm2124965
2025,nm0553942
2026,nm0143683
2027,nm5337398
2028,nm2724080
2029,nm2465833
2030,nm0849786
2031,nm5401837
2032,nm3323643
2033,nm0052442
2034,nm0110139
2035,nm4862041
2036,nm2099669
2037,nm3629099
2038,nm1659911
2039,nm3550361
2040,nm3359718
2041,nm1155471
2042,nm2377660
2043,nm2586324
2044,nm0340958
2045,nm2181149
2046,nm0587955
2047,nm0525141
2048,nm1247462
2049,nm1636742
2050,nm1455707
2051,nm2433919
2052,nm0554280
2053,nm0337773
2054,nm0362556
2055,nm0701603
2056,nm0924270
2057,nm0943363
2058,nm0540220
2059,nm1264481
2060,nm0144812
2061,nm1090998
2062,nm0001053
2063,nm0998825
2064,nm1100276
2065,nm0477129
2066,nm0818892
2067,nm3466367
2068,nm0208022
2069,nm0890060
2070,nm1754495
2071,nm1327703
2072,nm0006554
2073,nm0766218
2074,nm0648433
2075,nm0950226
2076,nm2752098
2077,nm3865373
2078,nm0841232
2079,nm0726954
2080,nm0294379
2081,nm1739463
2082,nm0228542
2083,nm0316795
2084,nm2178458
2085,nm0213450
2086,nm0350127
2087,nm3786304
2088,nm0546905
2089,nm0479807
2090,nm0234892
2091,nm0305362
2092,nm1541888
2093,nm1443023
2094,nm0008395
2095,nm0959994
2096,nm0505230
2097,nm0914134
2098,nm2838755
2099,nm0909084
2100,nm1066396
2101,nm1029940
2102,nm0160840
2103,nm0024930
2104,nm1862815
2105,nm0937556
2106,nm1088150
2107,nm2408871
2108,nm2060706
2109,nm0000142
2110,nm1399853
2111,nm0499448
2112,nm1955897
2113,nm0922346
2114,nm0026442
2115,nm1463981
2116,nm1140844
2117,nm0873400
2118,nm0837485
2119,nm4191586
2120,nm0181741
2121,nm3614028
2122,nm1226871
2123,nm0426281
2124,nm2242060
2125,nm0175305
2126,nm1789487
2127,nm1729446
2128,nm0192478
2129,nm1559043
2130,nm0223606
2131,nm0437652
2132,nm0056725
2133,nm0591046
2134,nm2032664
2135,nm0281869
2136,nm0990308
2137,nm1494452
2138,nm0816874
2139,nm0002055
2140,nm2204102
2141,nm3918746
2142,nm3125271
2143,nm1347153
2144,nm0151733
2145,nm1204407
2146,nm4756103
2147,nm0156432
2148,nm0000431
2149,nm0127015
2150,nm4434916
2151,nm1825141
2152,nm0412824
2153,nm4442014
2154,nm0735705
2155,nm1584575
2156,nm3661014
2157,nm1740618
2158,nm0451076
2159,nm1493270
2160,nm1023919
2161,nm3061633
2162,nm0989305
2163,nm4957361
2164,nm0111665
2165,nm3431450
2166,nm0813561
2167,nm3211412
2168,nm1754495
2169,nm3127578
2170,nm2171473
2171,nm5232000
2172,nm2947826
2173,nm3765584
2174,nm1569807
2175,nm0149134
2176,nm0582950
2177,nm3234228
2178,nm5228582
2179,nm1026778
2180,nm1292648
2181,nm0521601
2182,nm0605137
2183,nm0103880
2184,nm1313756
2185,nm2383584
2186,nm1108007
2187,nm0147544
2188,nm2662020
2189,nm0404931
2190,nm0791672
2191,nm0386382
2192,nm0180462
2193,nm0382340
2194,nm0647240
2195,nm5294256
2196,nm0617523
2197,nm2222834
2198,nm3277531
2199,nm0075666
2200,nm1099979
2201,nm5367831
2202,nm1922735
2203,nm3627727
2204,nm5385506
2205,nm0533284
2206,nm0114231
2207,nm2074194
2208,nm2284321
2209,nm5452444
2210,nm0479810
2211,nm1296554
2212,nm0761498
2213,nm0462064
2214,nm1512910
2215,nm0004082
2216,nm0038475
2217,nm1823216
2218,nm0958969
2219,nm0798798
2220,nm2147160
2221,nm0811583
2222,nm0777498
2223,nm3172825
2224,nm0574625
2225,nm1056704
2226,nm1349387
2227,nm1416190
2228,nm0994520
2229,nm1529752
2230,nm0005363
2231,nm1164755
2232,nm0951309
2233,nm1407328
2234,nm1980806
2235,nm0336726
2236,nm1288939
2237,nm1502159
2238,nm0481418
2239,nm0563760
2240,nm1542818
2241,nm0205542
2242,nm0507503
2243,nm0275629
2244,nm0785684
2245,nm3809021
2246,nm0182499
2247,nm0953367
2248,nm0361135
2249,nm0463674
2250,nm0214618
2251,nm1110306
2252,nm0474948
2253,nm0187740
2254,nm1164602
2255,nm0970606
2256,nm2416998
2257,nm2704557
2258,nm0394024
2259,nm2561244
2260,nm0494104
2261,nm2266823
2262,nm1311684
2263,nm1312641
2264,nm0160666
2265,nm0170030
2266,nm0852006
2267,nm0864263
2268,nm1749449
2269,nm0355806
2270,nm0069166
2271,nm0902022
2272,nm2175682
2273,nm0742659
2274,nm0150929
2275,nm3585582
2276,nm1414582
2277,nm3401779
2278,nm4069291
2279,nm0884659
2280,nm1198000
2281,nm1961741
2282,nm4390099
2283,nm1007979
2284,nm3114621
2285,nm0380097
2286,nm3454770
2287,nm0162668
2288,nm1950061
2289,nm0585738
2290,nm0531817
2291,nm0482893
2292,nm0586482
2293,nm4439945
2294,nm3287183
2295,nm0665041
2296,nm4107260
2297,nm0003506
2298,nm2215563
2299,nm3099213
2300,nm1114829
2301,nm0053228
2302,nm0851930
2303,nm1474815
2304,nm4561374
2305,nm0528337
2306,nm0611983
2307,nm1723225
2308,nm0831557
2309,nm0543882
2310,nm1960428
2311,nm0644393
2312,nm0007066
2313,nm0030735
2314,nm0164187
2315,nm0427136
2316,nm3067348
2317,nm1360920
2318,nm3009132
2319,nm0391502
2320,nm5099330
2321,nm1868956
2322,nm1760842
2323,nm0506613
2324,nm2531147
2325,nm1103162
2326,nm0098953
2327,nm1034628
2328,nm0169486
2329,nm0440317
2330,nm0053228
2331,nm1415190
2332,nm1561205
2333,nm0669298
2334,nm4914548
2335,nm0000382
2336,nm0888418
2337,nm0314516
2338,nm0350845
2339,nm0389415
2340,nm5434547
2341,nm1396121
2342,nm1312919
2343,nm0712330
2344,nm2843690
2345,nm0585701
2346,nm2684095
2347,nm0892400
2348,nm5515430
2349,nm0343706
2350,nm4681362
2351,nm0505934
2352,nm2394503
2353,nm1659972
2354,nm1690967
2355,nm0035905
2356,nm0524516
2357,nm0223522
2358,nm3099160
2359,nm5578041
2360,nm1840848
2361,nm1952567
2362,nm3627043
2363,nm5726478
2364,nm0659023
2365,nm0276899
2366,nm3414098
2367,nm2930429
2368,nm0948159
2369,nm0138620
2370,nm0881279
2371,nm1989536
2372,nm0000108
2373,nm0510731
2374,nm0000229
2375,nm0354451
2376,nm0243659
2377,nm0726935
2378,nm0081279
2379,nm0291205
2380,nm1897071
2381,nm1405515
2382,nm0132709
2383,nm0339733
2384,nm0315117
2385,nm0142286
2386,nm1665932
2387,nm0620378
2388,nm0229914
2389,nm0000165
2390,nm0377153
2391,nm0615592
2392,nm1307537
2393,nm1226525
2394,nm0782213
2395,nm0179117
2396,nm1347297
2397,nm0486773
2398,nm3008980
2399,nm0809877
2400,nm0005139
2401,nm3426032
2402,nm0748066
2403,nm0049371
2404,nm0000694
2405,nm0709056
2406,nm0513035
2407,nm1834213
2408,nm3511659
2409,nm0425756
2410,nm2426403
2411,nm0389250
2412,nm3179993
2413,nm0332950
2414,nm0694858
2415,nm0002218
2416,nm3890574
2417,nm1559043
2418,nm0687042
2419,nm0232952
2420,nm0242882
2421,nm0171443
2422,nm0774221
2423,nm0371890
2424,nm2029519
2425,nm0887690
2426,nm2346254
2427,nm1023999
2428,nm1301709
2429,nm0001708
2430,nm0960025
2431,nm0863756
2432,nm1216753
2433,nm0682126
2434,nm3183376
2435,nm0005846
2436,nm0001469
2437,nm0347657
2438,nm1600822
2439,nm4056139
2440,nm4057978
2441,nm0413020
2442,nm2158432
2443,nm1423161
2444,nm0213529
2445,nm0002010
2446,nm0691223
2447,nm1994773
2448,nm0138927
2449,nm3504405
2450,nm1523943
2451,nm1107053
2452,nm1823279
2453,nm5637040
2454,nm0409561
2455,nm0960244
2456,nm0814469
2457,nm0644283
2458,nm0036496
2459,nm0000965
2460,nm1809616
2461,nm0297202
2462,nm1493388
2463,nm0000318
2464,nm1954881
2465,nm1623943
2466,nm1302401
2467,nm2420940
2468,nm1349376
2469,nm2169494
2470,nm2595770
2471,nm1717925
2472,nm0951520
2473,nm4522155
2474,nm1335694
2475,nm4562662
2476,nm0612664
2477,nm0291918
2478,nm3017208
2479,nm0304921
2480,nm0001024
2481,nm0580727
2482,nm2105585
2483,nm0267399
2484,nm2947826
2485,nm1513520
2486,nm1650373
2487,nm0593056
2488,nm1281606
2489,nm0141961
2490,nm4236706
2491,nm1275507
2492,nm1499518
2493,nm0414423
2494,nm0831759
2495,nm2342088
2496,nm1454108
2497,nm0510233
2498,nm1066739
2499,nm2368387
2500,nm0173726
2501,nm4949493
2502,nm0030681
2503,nm0149491
2504,nm4000389
2505,nm4257365
2506,nm2131292
2507,nm4252312
2508,nm1409790
2509,nm3566258
2510,nm0016475
2511,nm0000876
2512,nm4263273
2513,nm1210638
2514,nm0070159
2515,nm1113814
2516,nm0474948
2517,nm0719208
2518,nm0440415
2519,nm2479578
2520,nm1698419
2521,nm0004716
2522,nm0009463
2523,nm7089765
2524,nm0947388
2525,nm0467017
2526,nm0001565
2527,nm0001752
2528,nm0460564
2529,nm0313227
2530,nm1703621
2531,nm0540148
2532,nm0027271
2533,nm0144812
2534,nm0794012
2535,nm3481335
2536,nm0407069
2537,nm0018032
2538,nm2871282
2539,nm0994653
2540,nm0620055
2541,nm3752597
2542,nm0029242
2543,nm0040125
2544,nm0479738
2545,nm1742427
2546,nm1041597
2547,nm1870725
2548,nm4092908
2549,nm0728476
2550,nm0001410
2551,nm2093817
2552,nm4097304
2553,nm4100260
2554,nm3478254
2555,nm0486994
2556,nm1729303
2557,nm1703597
2558,nm0651706
2559,nm0419494
2560,nm0851748
2561,nm1126474
2562,nm0826760
2563,nm0023929
2564,nm0000759
2565,nm0299396
2566,nm1253633
2567,nm0398575
2568,nm3802960
2569,nm1345246
2570,nm1243740
2571,nm0668247
2572,nm0661751
2573,nm0246762
2574,nm0149196
2575,nm0300880
2576,nm0507913
2577,nm0699932
2578,nm4069291
2579,nm0159507
2580,nm0817458
2581,nm1222567
2582,nm3213296
2583,nm1130275
2584,nm0179542
2585,nm4661606
2586,nm1871708
2587,nm2871592
2588,nm1853559
2589,nm0305017
2590,nm0730984
2591,nm3494009
2592,nm0329023
2593,nm2104063
2594,nm3124542
2595,nm1103121
2596,nm3687830
2597,nm2182866
2598,nm0423307
2599,nm1519253
2600,nm0745599
2601,nm5044055
2602,nm0787066
2603,nm0621029
2604,nm3538867
2605,nm4568486
2606,nm0052737
2607,nm0007181
2608,nm4204584
2609,nm0757084
2610,nm1085422
2611,nm0193485
2612,nm0098953
2613,nm1291828
2614,nm0003400
2615,nm0770257
2616,nm1163062
2617,nm1330998
2618,nm0467836
2619,nm0498677
2620,nm4240055
2621,nm0551076
2622,nm4928331
2623,nm4929422
2624,nm2657081
2625,nm0160157
2626,nm0422552
2627,nm3784179
2628,nm1892220
2629,nm0325219
2630,nm2911203
2631,nm0787668
2632,nm0502073
2633,nm0939147
2634,nm2146887
2635,nm0801543
2636,nm1252884
2637,nm1516293
2638,nm0000095
2639,nm2601775
2640,nm0037575
2641,nm5218317
2642,nm0698283
2643,nm2215406
2644,nm0026174
2645,nm0352032
2646,nm0159061
2647,nm0000520
2648,nm0479886
2649,nm0946441
2650,nm1300689
2651,nm0001206
2652,nm2737275
2653,nm2589186
2654,nm0284774
2655,nm0307497
2656,nm3299248
2657,nm2319974
2658,nm0029176
2659,nm0438090
2660,nm2346369
2661,nm0777881
2662,nm0000269
2663,nm1925409
2664,nm2096090
2665,nm1047240
2666,nm2891286
2667,nm0102714
2668,nm1665004
2669,nm1480916
2670,nm0007139
2671,nm1007223
2672,nm0625080
2673,nm0922346
2674,nm0094625
2675,nm0504642
2676,nm0000382
2677,nm0331777
2678,nm0000255
2679,nm0151540
2680,nm0919369
2681,nm0811583
2682,nm1065588
2683,nm1880390
2684,nm0853380
2685,nm0440458
2686,nm0892400
2687,nm1898361
2688,nm0935253
2689,nm0560697
2690,nm4029670
2691,nm0887511
2692,nm0007082
2693,nm0716980
2694,nm0224683
2695,nm3551560
2696,nm0591450
2697,nm2670854
2698,nm0776271
2699,nm1068198
2700,nm0338576
2701,nm0764367
2702,nm0646409
2703,nm1538135
2704,nm0440859
2705,nm0033009
2706,nm2747173
2707,nm0834902
2708,nm0619836
2709,nm1302696
2710,nm0510912
2711,nm0230859
2712,nm2463111
2713,nm1523673
2714,nm0492288
2715,nm3360080
2716,nm2101256
2717,nm0437802
2718,nm3316287
2719,nm0661345
2720,nm0935863
2721,nm1212770
2722,nm1041597
2723,nm1425041
2724,nm1645352
2725,nm2025932
2726,nm0995484
2727,nm0442455
2728,nm1411232
2729,nm2488601
2730,nm0466349
2731,nm1993163
2732,nm1020249
2733,nm0122217
2734,nm0000941
2735,nm0953216
2736,nm0300866
2737,nm0081449
2738,nm0959717
2739,nm1589591
2740,nm0316795
2741,nm1950988
2742,nm1547964
2743,nm1475971
2744,nm1976116
2745,nm1042372
2746,nm4340571
2747,nm0812474
2748,nm1217362
2749,nm1973711
2750,nm0000233
2751,nm3403735
2752,nm0266203
2753,nm0305869
2754,nm0695857
2755,nm3255587
2756,nm1400426
2757,nm0000809
2758,nm0229694
2759,nm0027815
2760,nm4405909
2761,nm4410767
2762,nm0481451
2763,nm0453411
2764,nm0036977
2765,nm1066739
2766,nm0699802
2767,nm1104118
2768,nm0868153
2769,nm0326139
2770,nm0289011
2771,nm0458251
2772,nm3018890
2773,nm0310747
2774,nm0002020
2775,nm0450387
2776,nm0144018
2777,nm0191147
2778,nm0179221
2779,nm1699163
2780,nm1298014
2781,nm0321687
2782,nm1264352
2783,nm1128860
2784,nm1637474
2785,nm0530865
2786,nm1889547
2787,nm1784692
2788,nm0182443
2789,nm0054672
2790,nm3611349
2791,nm1491597
2792,nm1212903
2793,nm1989547
2794,nm2754122
2795,nm2007937
2796,nm4154470
2797,nm5094469
2798,nm2311452
2799,nm4880943
2800,nm1164653
2801,nm1089736
2802,nm5112815
2803,nm0009463
2804,nm2536641
2805,nm2024446
2806,nm0754303
2807,nm1292192
2808,nm5148472
2809,nm1877380
2810,nm2738422
2811,nm0061088
2812,nm2916570
2813,nm0547017
2814,nm0481674
2815,nm0422552
2816,nm0151066
2817,nm2357225
2818,nm0459732
2819,nm0073384
2820,nm0298691
2821,nm4947407
2822,nm0348495
2823,nm0898288
2824,nm1155551
2825,nm0044577
2826,nm0868643
2827,nm4975337
2828,nm4685972
2829,nm1933648
2830,nm0534442
2831,nm2576261
2832,nm5482106
2833,nm0001355
2834,nm0351021
2835,nm0417641
2836,nm0716347
2837,nm1069500
2838,nm0850733
2839,nm0345174
2840,nm0075528
2841,nm2357819
2842,nm1110558
2843,nm0708903
2844,nm0280564
2845,nm0466349
2846,nm0108094
2847,nm1031723
2848,nm0159443
2849,nm2171633
2850,nm1224554
2851,nm0000602
2852,nm0570912
2853,nm1475971
2854,nm1299889
2855,nm0438090
2856,nm0435091
2857,nm0863387
2858,nm0080220
2859,nm0448757
2860,nm0251795
2861,nm0369730
2862,nm2910706
2863,nm1794344
2864,nm2209378
2865,nm2503633
2866,nm0760814
2867,nm1664036
2868,nm0970447
2869,nm1012279
2870,nm3860992
2871,nm0002645
2872,nm0002728
2873,nm0662529
2874,nm3868540
2875,nm0532235
2876,nm1026883
2877,nm0765767
2878,nm0554890
2879,nm0608936
2880,nm0626409
2881,nm0634239
2882,nm0777300
2883,nm1315567
2884,nm0533284
2885,nm1960958
2886,nm0152082
2887,nm0401176
2888,nm0879423
2889,nm0465617
2890,nm1496044
2891,nm2762131
2892,nm3121098
2893,nm4030793
2894,nm0001206
2895,nm1390872
2896,nm0284774
2897,nm0506094
2898,nm2390844
2899,nm1348896
2900,nm0116830
2901,nm2436004
2902,nm0504267
2903,nm3738468
2904,nm0797136
2905,nm0745037
2906,nm2153088
2907,nm0562470
2908,nm2108205
2909,nm4432035
2910,nm2853516
2911,nm1164552
2912,nm2132763
2913,nm0797655
2914,nm2625699
2915,nm1016098
2916,nm0038432
2917,nm0230352
2918,nm0218547
2919,nm1373326
2920,nm1027688
2921,nm0002041
2922,nm0970606
2923,nm1266897
2924,nm1139726
2925,nm4658258
2926,nm1639452
2927,nm4159771
2928,nm1837748
2929,nm5116615
2930,nm0068587
2931,nm5459179
2932,nm4030793
2933,nm0567620
2934,nm1469539
2935,nm0534813
2936,nm0230279
2937,nm0023517
2938,nm0654858
2939,nm0305368
2940,nm0500977
2941,nm0346069
2942,nm1160487
2943,nm0453965
2944,nm0870414
2945,nm3976308
2946,nm2326694
2947,nm0864775
2948,nm0400850
2949,nm1349522
2950,nm5221640
2951,nm4771938
2952,nm4830779
2953,nm0670808
2954,nm3846539
2955,nm3172986
2956,nm0031992
2957,nm1051286
2958,nm3642031
2959,nm0197855
2960,nm2178754
2961,nm1966532
2962,nm0502412
2963,nm0038604
2964,nm1981808
2965,nm0685300
2966,nm1346713
2967,nm0659454
2968,nm1234345
2969,nm1715466
2970,nm0415207
2971,nm0757954
2972,nm3624678
2973,nm1044696
2974,nm0395262
2975,nm3928999
2976,nm2061225
2977,nm5688465
2978,nm0151125
2979,nm0074566
2980,nm4625048
2981,nm0302085
2982,nm0001317
2983,nm0868643
2984,nm1464150
2985,nm3017750
2986,nm0001081
2987,nm2359023
2988,nm0455078
2989,nm0304921
2990,nm2552536
2991,nm0224020
2992,nm0484907
2993,nm0761349
2994,nm0000484
2995,nm0123379
2996,nm0288055
2997,nm2193710
2998,nm2569082
2999,nm1164861
3000,nm2527310
3001,nm2005149
3002,nm1642229
3003,nm0954099
3004,nm0078704
3005,nm0339030
3006,nm1922242
3007,nm0312078
3008,nm0894178
3009,nm1943168
3010,nm0879283
3011,nm2648685
3012,nm3321808
3013,nm0002178
3014,nm0886734
3015,nm0867127
3016,nm0405374
3017,nm3436850
3018,nm0001774
3019,nm0057842
3020,nm0000852
3021,nm0079013
3022,nm0514852
3023,nm2900728
3024,nm0149134
3025,nm1427149
3026,nm0011470
3027,nm0945282
3028,nm1033668
3029,nm1741731
3030,nm1429436
3031,nm0059509
3032,nm3070614
3033,nm2202443
3034,nm1145183
3035,nm0916406
3036,nm2910706
3037,nm1486025
3038,nm2134474
3039,nm2303069
3040,nm0751577
3041,nm0442887
3042,nm4363509
3043,nm1119880
3044,nm1349821
3045,nm0678786
3046,nm1033032
3047,nm0404485
3048,nm4393347
3049,nm0572562
3050,nm1519353
3051,nm1559043
3052,nm1637806
3053,nm0723172
3054,nm0553379
3055,nm2260801
3056,nm1109353
3057,nm4436892
3058,nm1145655
3059,nm0268999
3060,nm0660371
3061,nm0912334
3062,nm0000431
3063,nm1068905
3064,nm1115144
3065,nm1234345
3066,nm0918326
3067,nm2421181
3068,nm0900527
3069,nm1840944
3070,nm3289246
3071,nm3628980
3072,nm0151733
3073,nm3213872
