,title_id,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,Runtime
80,tt1404632,USA,"$2,000,000",,,,98 min
81,tt1413496,USA,,"$17,482,","$150,886","$151,272",90 min
82,tt1418754,Australia,,,,,93 min
83,tt1421023,USA,"$220,000",,,,65 min
84,tt1422800,USA,,,,,
85,tt1425930,USA,"$2,000,000",,,,
86,tt1430631,Germany,,,,"$1,323,109",
87,tt1545091,USA,,,,,88 min
88,tt1548559,Italy,,,,"$2,104,909",102 min
89,tt1548629,Sweden,"SEK12,000,000",,,,79 min
90,tt1552192,USA,"$1,000,000",,,,95 min
91,tt1552984,Japan,,,,"$16,575,961",
92,tt1553304,USA,,,,,95 min
93,tt1554935,USA,,,,,82 min
94,tt1556190,France,,"$5,664,","$163,962","$410,903",
95,tt1560947,UK,"GBP40,000",,,,
96,tt1560970,UK,"GBP4,000,000",,,"$2,019,939",124 min
97,tt1561479,USA,"$5,000",,,,78 min
98,tt1562863,UK,"$2,100",,,,
99,tt1562899,USA,,"$149,337,","$202,348","$552,698",97 min
100,tt1567350,USA,,,,,82 min
101,tt1568332,USA,"$1,500,000",,,,83 min
102,tt1568807,USA,,,,,
103,tt1568899,Germany,,,,,55 min
104,tt1569931,USA,,,,,104 min
105,tt1570091,Denmark,,,,"$605,613",
106,tt1570417,India,"INR8,000,000",,,,
107,tt1571235,Japan,"JPY1,000,000,000",,,"$34,597,898",116 min
108,tt1571409,Ireland,,,,"$17,729",94 min
109,tt1572315,USA,"$20,000,000","$21,744,470,","$34,341,945","$47,340,586",92 min
110,tt1572781,Japan,,,,"$7,701,498",162 min
111,tt1577072,Canada,,,,,105 min
112,tt1581846,UK,,,,,
113,tt1582207,Italy,,,,"$1,368,586",110 min
114,tt1582383,USA,,,,,88 min
115,tt1582526,India,,,,,
116,tt1584798,Japan,,,,,
117,tt1586523,USA,,,,,90 min
118,tt1587139,USA,,,,,95 min
119,tt1587156,Japan,,,,"$406,602",
120,tt1587298,Japan,,,,,
121,tt1587436,USA,"$1,250,000",,,,120 min
122,tt1587878,China,"EUR1,000,000",,,,97 min
123,tt1588880,Republic of North Macedonia,"EUR1,500,000",,,,123 min
124,tt1590020,Sweden,,,,,
125,tt1590796,Japan,,,,,89 min
126,tt1590941,Indonesia,,,,,
127,tt1592503,Japan,"$600,000",,,,80 min
128,tt1593300,UK,,,,,93 min
129,tt1594555,Georgia,,,,,75 min
130,tt1600428,France,,,,"$1,391,946",105 min
131,tt1601455,Germany,,,,,93 min
132,tt1602476,India,,,,"$64,398",142 min
133,tt1602563,USA,,,,,
134,tt1602613,Denmark,"$4,800,000","$313,958,","$779,188","$10,639,616",90 min
135,tt1603463,Japan,,,,,
136,tt1604171,USA,"$8,000,000","$4,712,638,","$10,130,219","$10,702,246",104 min
137,tt1604554,Japan,,,,,73 min
138,tt1606189,USA,"$100,000",,,,82 min
139,tt1606384,South Korea,"KRW30,000,000,000","$17,817,","$70,177","$16,653,488",137 min
140,tt1606711,India,"$300,000",,,,
141,tt1606789,Netherlands,,,,"$4,956,709",108 min
142,tt1607602,UK,,,,,
143,tt1609797,USA,"$120,000",,,,
144,tt1609946,USA,,,,,89 min
145,tt1611914,Philippines,,,,"$3,183,529",126 min
146,tt1612144,USA,,,,,71 min
147,tt1612266,USA,,,,,54 min
148,tt1612281,Thailand,,,,,96 min
149,tt1616550,Norway,"NOK400,000",,,,
150,tt1617008,Germany,,,,,90 min
151,tt1619845,Greece,,,,,
152,tt1620748,USA,,,,,90 min
153,tt1620750,Canada,,,,,50 min
154,tt1621641,Italy,"EUR100,000",,,,
155,tt1622964,USA,,,,,142 min
156,tt1623753,Poland,,,,"$1,240,743",95 min
157,tt1623788,USA,"$4,000,000",,,,
158,tt1624421,Sweden,,,,,75 min
159,tt1624969,USA,,,,,82 min
160,tt1625350,Finland,"EUR1,400,000",,,"$1,145,111",93 min
